Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S11540400005,04/10/2013,4752,Gasland / Burlington,1003 SUMMER ST,BURLINGTON,52655,"1003 SUMMER ST
BURLINGTON 52655
(40.797234, -91.114767)",29,Des Moines,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,$5.24,$7.87,24,$188.88,4.80,1.27
S13044900039,06/27/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52,Johnson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$10.45,$15.67,12,$188.04,21.00,5.55
S10461100006,02/06/2013,4580,Smokin' Joe's #9 Tobacco and Liquor,304 W. MADISON,WASHINGTON,52353,"304 W. MADISON
WASHINGTON 52353
(41.296496, -91.694398)",92,Washington,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,$29.72,$44.58,2,$89.16,6.00,1.59
S27488300004,08/24/2015,5095,Carterlake Mini Mart,"1001, LOCUST ST",CARTER LAKE,51510,"1001, LOCUST ST
CARTER LAKE 51510
(41.284951, -95.915947)",78,Pottawattamie,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,$29.72,$44.58,4,$178.32,12.00,3.17
S19071600007,05/20/2014,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,"1031 WEST ST
GRINNELL 50112
(41.745903, -92.727379)",79,Poweshiek,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,$3.07,$4.60,1,$4.60,0.38,0.10
S23080100062,12/19/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77,Polk,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,34395,Effen Cucumber,6,750,$13.12,$19.68,6,$118.08,4.50,1.19
S28796200019,11/02/2015,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)",92,Washington,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,$5.92,$8.88,3,$26.64,2.25,0.59
S29159300115,11/18/2015,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82,Scott,1032200,IMPORTED VODKA - MISC,395,Proximo,35039,Three Olives Pomegranate Vodka,12,750,$9.96,$14.94,3,$44.82,2.25,0.59
S03463300012,01/09/2012,3721,Wal-Mart 0913 / Decorah,1798 OLD STAGE RD,DECORAH,52101,"1798 OLD STAGE RD
DECORAH 52101
(43.289239, -91.754287)",96,Winneshiek,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,$6.22,$9.33,12,$111.96,9.00,2.38
S19014800131,05/20/2014,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,73054,Rumchata,6,1750,$24.34,$36.51,2,$73.02,3.50,0.92
S12788800002,06/13/2013,4705,Walgreens #05977 / Coralville,102 SECOND ST,CORALVILLE,52241,"102 SECOND ST
CORALVILLE 52241
(41.669266, -91.566343)",52,Johnson,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$8.25,$12.62,12,$151.44,9.00,2.38
S09304800076,12/04/2012,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14,Carroll,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53216,Paul Masson Grande Amber Brandy,12,750,$6.29,$9.44,12,$113.28,9.00,2.38
S05796400079,05/30/2012,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1062050,BARBADOS RUM,389,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,3,$40.50,2.25,0.59
S14055000066,08/22/2013,2130,Sycamore Convenience,617 SYCAMORE,WATERLOO,50703,"617 SYCAMORE
WATERLOO 50703
(42.498, -92.335585)",07,Black Hawk,1081200,CREAM LIQUEURS,305,MHW Ltd,73053,Rumchata,6,1000,$16.33,$24.50,12,$294.00,12.00,3.17
S26795000059,07/16/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,$20.99,$31.49,6,$188.94,10.50,2.77
S10374100011,02/04/2013,3484,Jeff's Foods,110 W CEDAR ST,MARCUS,51035,"110 W CEDAR ST
MARCUS 51035
(42.825681, -95.808579)",18,Cherokee,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,$3.37,$5.06,2,$10.12,1.50,0.40
S18351000131,04/09/2014,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41601,Uv Blue (raspberry) Vodka,12,375,$3.45,$5.18,6,$31.08,2.25,0.59
S17282600085,02/10/2014,3525,Wines and Spirits,106 W 2ND ST,WASHINGTON,52353,"106 W 2ND ST
WASHINGTON 52353
(41.300399, -91.692213)",92,Washington,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53218,Paul Masson Grande Amber Brandy,6,1750,$12.00,$18.00,1,$18.00,1.75,0.46
S12904300018,06/18/2013,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,$27.69,$41.54,12,$498.48,21.00,5.55
S07288300018,08/23/2012,4348,Jeff's Market / Wilton,101 E 4TH,WILTON,52778,"101 E 4TH
WILTON 52778
(41.588741, -91.015552)",70,Muscatine,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,$10.00,$14.99,3,$44.97,3.00,0.79
S18451500117,04/17/2014,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14,Carroll,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75212,Kinky Blue Mini,6,500,$4.96,$7.44,2,$14.88,1.00,0.26
S11187900040,03/21/2013,3829,Gary's Foods / Mt Vernon,715  1ST AVE S,MOUNT VERNON,52314,"715 1ST AVE S
MOUNT VERNON 52314
(41.91673, -91.422419)",57,Linn,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19112,Jim Beam Devil's Cut,12,750,$15.22,$22.84,1,$22.84,0.75,0.20
S22866700020,12/10/2014,4252,Fareway Stores #840 / Monticello,433 N FARLEY ST,MONTICELLO,52310,"433 N FARLEY ST
MONTICELLO 52310
(42.241707, -91.191318)",53,Jones,1081335,RASPBERRY SCHNAPPS,434,Luxco-St Louis,82146,Arrow Raspberry Schnapps,12,750,$4.34,$6.51,2,$13.02,1.50,0.40
S20045100048,07/10/2014,4889,Fast Trip / Des Moines,1516 SE  1st ST,DES MOINES,50315,"1516 SE 1st ST
DES MOINES 50315
(41.57593, -93.613468)",77,Polk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22783,Beam's 8 Star Bl Whiskey,48,200,$1.17,$1.76,4,$7.04,0.80,0.21
S10489000006,02/07/2013,4013,Wal-Mart 0841 / Tipton,1126 HIGHWAY 38 NORTH,TIPTON,52772,"1126 HIGHWAY 38 NORTH
TIPTON 52772
(41.437464, -91.030702)",16,Cedar,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,$27.69,$41.54,6,$249.24,10.50,2.77
S18038100017,03/25/2014,4589,Dyno's #53 / Sibley,1026 2nd AVE,SIBLEY,51249,"1026 2nd AVE
SIBLEY 51249
(43.39743, -95.752119)",72,Osceola,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21597,Ten High,12,1000,$4.94,$7.41,5,$37.05,5.00,1.32
S05374300041,05/03/2012,4564,JEFF'S MARKET / DURANT,408 6th AVE,DURANT,52747,"408 6th AVE
DURANT 52747
(41.600607, -90.911744)",16,Cedar,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,$8.33,$12.49,2,$24.98,1.50,0.40
S25135500055,04/22/2015,2238,Adventureland Inn,3200 Adventureland Dr,ALTOONA,50009,"3200 Adventureland Dr
ALTOONA 50009
(41.658538, -93.497258)",77,Polk,1071100,AMERICAN COCKTAILS,260,Diageo Americas,58801,Captain Morgan Long Island Iced Tea,6,1750,$11.00,$16.50,12,$198.00,21.00,5.55
S24429300075,03/10/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64,Marshall,1031080,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,1750,$7.11,$10.67,6,$64.02,10.50,2.77
S26269200013,06/17/2015,5017,Lansing IGA,417 MAIN ST,LANSING,52151,"417 MAIN ST
LANSING 52151
(43.36182, -91.219222)",03,Allamakee,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69656,Dr. Mcgillicuddy's Mentholmint,12,750,$8.67,$13.01,6,$78.06,4.50,1.19
S23107500015,12/22/2014,2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,"3419 16th AVE SW
CEDAR RAPIDS 52404
(41.963526, -91.716583)",57,Linn,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32236,Seagrams Extra Dry Gin,12,750,$6.49,$9.74,3,$29.22,2.25,0.59
S17931800048,03/17/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77,Polk,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,$11.96,$17.93,6,$107.58,10.50,2.77
S24435600007,03/10/2015,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32,Emmet,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,4,$40.52,3.00,0.79
S19137200082,05/23/2014,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1012200,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",6998,Clan Macgregor Scotch,6,1750,$11.25,$16.88,6,$101.28,10.50,2.77
S12257100012,05/16/2013,4694,Rina Mart LLC / Davenport,"3815, WEST KIMBERLY RD",DAVENPORT,52806,"3815, WEST KIMBERLY RD
DAVENPORT 52806
(41.561756, -90.63145)",82,Scott,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36901,McCormick Vodka Mini,6,500,$4.67,$7.00,1,$7.00,0.50,0.13
S19686300032,06/23/2014,2539,Hy-Vee Food Store / iowa Falls,HIGHWAY 65 SOUTH,IOWA FALLS,50126,"HIGHWAY 65 SOUTH
IOWA FALLS 50126
",42,Hardin,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.62,24,$422.88,24.00,6.34
S08784900140,11/06/2012,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.4918, -90.704724)",31,Dubuque,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,$7.50,$11.24,2,$22.48,1.50,0.40
S20315600007,07/29/2014,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,"1002 SE NATIONAL DR
ANKENY 50021
(41.704864, -93.582728)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,24,$323.28,18.00,4.76
S20020600053,07/10/2014,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14,Carroll,1071100,AMERICAN COCKTAILS,330,Gemini Spirits,62400,Margaritaville Classic Lime Margarita,6,1750,$6.02,$9.53,6,$57.18,10.50,2.77
S19982900010,07/09/2014,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,"305 AIRPORT RD
AMES 50010
(42.001123, -93.61365)",85,Story,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",38088,Platinum 7x Vodka,6,1750,$9.44,$14.16,60,$849.60,105.00,27.74
S12805300005,06/14/2013,3993,New Star Liquor / W 4th S / Waterloo,1625 WEST 4TH ST,WATERLOO,50701,"1625 WEST 4TH ST
WATERLOO 50701
",07,Black Hawk,1031080,VODKA 80 PROOF,297,Laird And Company,35913,Five O'clock Vodka,48,200,$1.13,$1.69,48,$81.12,9.60,2.54
S11147800029,03/18/2013,4615,North Side Liquor & Grocery,1303 NORTH FEDERAL AVE,MASON CITY,50401,"1303 NORTH FEDERAL AVE
MASON CITY 50401
(43.163663, -93.201061)",17,Cerro Gordo,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,$7.50,$11.24,12,$134.88,12.00,3.17
S12003300029,05/02/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82,Scott,1081200,CREAM LIQUEURS,260,Diageo Americas,68037,Bailey's Original Irish Cream,12,1000,$17.25,$25.88,12,$310.56,12.00,3.17
S09539200180,12/18/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1081300,PEPPERMINT SCHNAPPS,65,Jim Beam Brands,80686,Dekuyper Blustery Peppermint Burst Schnapps,12,750,$3.44,$5.15,12,$61.80,9.00,2.38
S06705400006,07/23/2012,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,"701 MORMON TREK BLVD
IOWA CITY 52246
(41.651985, -91.574025)",52,Johnson,1012200,SCOTCH WHISKIES,260,Diageo Americas,10008,Scoresby Rare Scotch,6,1750,$10.22,$15.33,12,$183.96,21.00,5.55
S13807800033,08/08/2013,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52,Johnson,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$11.49,$17.24,12,$206.88,9.00,2.38
S21779400055,10/14/2014,3700,Avoca Liquor,158 SOUTH ELM,AVOCA,51521,"158 SOUTH ELM
AVOCA 51521
(41.475941, -95.339425)",78,Pottawattamie,1062310,SPICED RUM,260,Diageo Americas,43316,Captain Morgan Private Stock Rum,12,750,$11.45,$17.18,2,$34.36,1.50,0.40
S07987200011,09/27/2012,3825,Shop N Save #2 / E 14th,1372 E 14TH ST,DES MOINES,50316,"1372 E 14TH ST
DES MOINES 50316
(41.604893, -93.600499)",77,Polk,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64762,Ciroc Red Berry,12,375,$8.50,$12.74,24,$305.76,9.00,2.38
S09425100013,12/11/2012,4203,Liquor and Tobacco Outlet /,620 W BREMER AVE,WAVERLY,50677,"620 W BREMER AVE
WAVERLY 50677
(42.725694, -92.47898)",09,Bremer,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,$7.31,$10.97,6,$65.82,10.50,2.77
S15398000023,10/29/2013,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30,Dickinson,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54447,Paramount Apricot Flavored Brandy,12,1000,$6.52,$9.79,12,$117.48,12.00,3.17
S06488600010,07/11/2012,4360,Kum & Go #333 / Newton,405 1ST AVE E,NEWTON,50208,"405 1ST AVE E
NEWTON 50208
(41.699578, -93.049443)",50,Jasper,1031080,VODKA 80 PROOF,306,Mississippi River Distilling Co.,37642,River Pilot Vodka,6,750,$12.81,$19.21,5,$96.05,3.75,0.99
S13030100196,06/26/2013,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77,Polk,1052010,IMPORTED GRAPE BRANDIES,370,Pernod Ricard USA/Austin Nichols,51506,Presidente Grape Brandy (pedro Domecq),12,750,$7.50,$11.24,3,$33.72,2.25,0.59
S29149800060,11/18/2015,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97,Woodbury,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16518,Ancient Age Bourbon,6,1750,$11.80,$17.70,6,$106.20,10.50,2.77
S28461200058,10/14/2015,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421341, -94.974011)",81,Sac,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,$10.49,$15.74,4,$62.96,4.00,1.06
S16426600017,12/20/2013,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,"2310 HUBBELL AVE
DES MOINES 50317
(41.604313, -93.573844)",77,Polk,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$7.94,$12.51,6,$75.06,10.50,2.77
S20619600025,08/12/2014,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,"1005 E HICKMAN RD
WAUKEE 50263
(41.614909, -93.842181)",25,Dallas,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.09,$27.14,60,$1628.40,45.00,11.89
S14726100027,09/23/2013,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,"2001 BLAIRS FERRY ROAD NE
CEDAR RAPIDS 52402
(42.034799, -91.668909)",57,Linn,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54448,Paramount Apricot Flavored Brandy,6,1750,$11.28,$16.93,6,$101.58,10.50,2.77
S26089400007,06/10/2015,3650,"Spirits, Stogies and Stuff",118 South Main St.,HOLSTEIN,51025,"118 South Main St.
HOLSTEIN 51025
(42.490073, -95.544793)",47,Ida,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,$7.84,$11.76,6,$70.56,10.50,2.77
S17528200017,02/24/2014,4303,Mepo Foods,111 N WAPELLO,MEDIAPOLIS,52637,"111 N WAPELLO
MEDIAPOLIS 52637
(41.008749, -91.170033)",29,Des Moines,1031080,VODKA 80 PROOF,297,Laird And Company,35916,Five O'clock Vodka,12,750,$3.37,$5.06,3,$15.18,2.25,0.59
S15204600022,10/17/2013,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,"701 MORMON TREK BLVD
IOWA CITY 52246
(41.651985, -91.574025)",52,Johnson,1011100,BLENDED WHISKIES,357,"Palm Bay Imports, Inc.",15951,Bastille Hand Crafted Whisky,6,750,$15.00,$22.50,6,$135.00,4.50,1.19
S08201600068,10/09/2012,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,"939 ANGULAR
BURLINGTON 52601
(40.801819, -91.111219)",29,Des Moines,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,$7.53,$11.30,7,$79.10,5.25,1.39
S09642600070,12/21/2012,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52,Johnson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,$4.96,$7.44,2,$14.88,1.20,0.32
S11958800150,04/30/2013,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)",77,Polk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,125,"Cedar Ridge Vineyards,LLC",72953,Cedar Ridge Lamponcella,12,375,$8.00,$12.00,4,$48.00,1.50,0.40
S15022600025,10/09/2013,4107,Fareway Stores #384 / Boone,1711 HAWKEYE DR,BOONE,50036,"1711 HAWKEYE DR
BOONE 50036
(42.037347, -93.867439)",08,Boone,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5036,Glenlivet 12 Yr Malt Scotch,12,750,$21.32,$32.36,2,$64.72,1.50,0.40
S10735300007,02/21/2013,4343,Best Food Mart / Des Moines,4028 NE 14TH ST,DES MOINES,50313,"4028 NE 14TH ST
DES MOINES 50313
(41.633983, -93.600504)",77,Polk,1051100,APRICOT BRANDIES,259,Heaven Hill Brands,52314,Christian Bros Brandy,24,375,$3.22,$4.83,24,$115.92,9.00,2.38
S08480300002,10/23/2012,4427,Kum & Go #507 / North Liberty,610 N KANSAS AVE,NORTH LIBERTY,52317,"610 N KANSAS AVE
NORTH LIBERTY 52317
(41.752452, -91.636993)",52,Johnson,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.08,$27.13,6,$162.78,4.50,1.19
S10635400236,02/18/2013,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,"2001 WEST COURT
CHARITON 50049
",59,Lucas,1012100,CANADIAN WHISKIES,461,Campari(skyy),10890,Forty Creek,12,750,$12.00,$18.00,3,$54.00,2.25,0.59
S07630400056,09/10/2012,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,"3101 FLOYD BLVD
SIOUX CITY 51108
(42.529334, -96.373595)",97,Woodbury,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,$7.53,$11.30,12,$135.60,9.00,2.38
S27953500014,09/16/2015,3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,"904 1ST AVE NW
CEDAR RAPIDS 52405
(41.972773, -91.683668)",57,Linn,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80571,Arrow Peppermint Schnapps Mini,12,500,$4.55,$6.83,2,$13.66,1.00,0.26
S09278800027,12/04/2012,4222,Station Mart Liquor and Tobbacco,3594 LAFAYETTE ST,EVANSDALE,50707,"3594 LAFAYETTE ST
EVANSDALE 50707
",07,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,$7.33,$11.49,2,$22.98,1.50,0.40
S24854700016,04/01/2015,3698,Ingersoll Wine Merchants,1300  50TH ST,WEST DES MOINES,50266,"1300 50TH ST
WEST DES MOINES 50266
(41.590858, -93.771158)",77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,$2.07,$3.11,3,$9.33,1.12,0.30
S07732300019,09/13/2012,4015,Wal-Mart 0749 / Ames,3015 GRAND AVE,AMES,50010,"3015 GRAND AVE
AMES 50010
(42.052321, -93.620682)",85,Story,1062310,SPICED RUM,260,Diageo Americas,43285,Captain Morgan Original Spiced Rum Pet,12,750,$8.50,$12.74,12,$152.88,9.00,2.38
S18214200129,04/02/2014,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1012210,SINGLE MALT SCOTCH,260,Diageo Americas,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,$33.00,$49.50,2,$99.00,1.50,0.40
S27313200008,08/13/2015,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,"4000 UNIVERSITY
WATERLOO 50701
(42.505197, -92.403843)",07,Black Hawk,1081355,STRAWBERRY SCHNAPPS,434,Luxco-St Louis,84496,Paramount Strawberry Schnapps,12,750,$4.75,$7.13,3,$21.39,2.25,0.59
S13120600019,07/02/2013,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78,Pottawattamie,1012200,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,$11.18,$16.76,6,$100.56,10.50,2.77
S06710900049,07/23/2012,3993,New Star Liquor / W 4th S / Waterloo,1625 WEST 4TH ST,WATERLOO,50701,"1625 WEST 4TH ST
WATERLOO 50701
",07,Black Hawk,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35887,Pinnacle Red Berry,12,750,$7.87,$11.81,1,$11.81,0.75,0.20
S27599400015,10/12/2015,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,"1013 MAIN
KEOKUK 52632
(40.39978, -91.387531)",56,Lee,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,490,Jameson Trilogy Pack,10,600,$19.98,$29.97,1,$29.97,0.60,0.16
S23115800011,12/22/2014,4914,Prime Mart / Center St,2728 CENTER ST,CEDAR FALLS,50613,"2728 CENTER ST
CEDAR FALLS 50613
(42.561054, -92.455972)",07,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.63,12,$211.56,12.00,3.17
